================================================================
   PREDATOR X — AUTHORIZATION CHAIN BACKFILL
================================================================
Dossiers needing backfill: 5592 | Dry-run: False
----------------------------------------------------------------
  Re-running PRV_NOV_003875fb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_003875fb.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_7e809a19 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_7e809a19.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_81519c3f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_81519c3f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_847af8cd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_847af8cd.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_86f20eee through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_86f20eee.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_897babc9 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_897babc9.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_8a35a9d4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_8a35a9d4.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_8b077af9 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_8b077af9.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_8f2f4900 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_8f2f4900.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_8f8add76 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_8f8add76.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_942f3c68 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_942f3c68.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_a73c29e3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_a73c29e3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_a802f568 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_a802f568.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_a886091e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_a886091e.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_bb36e186 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_bb36e186.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_bc00f80a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_bc00f80a.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_c7ed3a41 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_c7ed3a41.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_c8bd38db through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_c8bd38db.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_e25cbaf2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_e25cbaf2.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_e39d1c22 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_e39d1c22.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_e450ccfa through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_e450ccfa.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_e5bc834c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_e5bc834c.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_f1b597c6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_f1b597c6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_fcea1cba through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_fcea1cba.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_00044c2c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00044c2c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_001a1ea9 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_001a1ea9.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_002cd11a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_002cd11a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_003e4370 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_003e4370.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0040a367 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0040a367.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_00584cb8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00584cb8.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0065da47 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0065da47.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_006655be through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_006655be.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_006b382f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_006b382f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_006c2201 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_006c2201.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0070138d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0070138d.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_00ac4645 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00ac4645.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_00b2edc4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00b2edc4.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_00b48841 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00b48841.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_00cbcbef through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00cbcbef.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_00d921dd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00d921dd.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_00def0cb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00def0cb.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_00e1977f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00e1977f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_00efa64b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00efa64b.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_00f347aa through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00f347aa.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_00f41625 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00f41625.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_00f9b454 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_00f9b454.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0104ba80 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0104ba80.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_010de4da through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_010de4da.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0113da2d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0113da2d.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_01141953 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01141953.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_011caad6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_011caad6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_01288669 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01288669.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0134cf9f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0134cf9f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_01362c76 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01362c76.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0140fee3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0140fee3.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0145231e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0145231e.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_01577da8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01577da8.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_016d7c06 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_016d7c06.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_01923578 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01923578.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0192ec5d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0192ec5d.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_01a6d261 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01a6d261.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_01a75555 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01a75555.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_01af5e99 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01af5e99.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_01b66394 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01b66394.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_01da175f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_01da175f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_020163df through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_020163df.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_021f673e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_021f673e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0226c0a9 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0226c0a9.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_022bb209 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_022bb209.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0234f727 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0234f727.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_025cac62 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_025cac62.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_025cdb7f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_025cdb7f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_026171d5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_026171d5.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0267dacd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0267dacd.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_026fb9f0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_026fb9f0.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0276b377 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0276b377.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_02865cc0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_02865cc0.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_02896971 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_02896971.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_02b149cc through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_02b149cc.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_02bf5ea0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_02bf5ea0.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_02c78fb6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_02c78fb6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_02e3e85a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_02e3e85a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_02e69531 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_02e69531.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_02f2f1f0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_02f2f1f0.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_02fb701f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_02fb701f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0322ca3f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0322ca3f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_032a2956 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_032a2956.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_032aea85 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_032aea85.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_032c305e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_032c305e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_033077be through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_033077be.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0338d31a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0338d31a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_036a1165 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_036a1165.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_03831eea through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03831eea.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_03849067 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03849067.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_038fe59d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_038fe59d.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0397b7d5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0397b7d5.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_03a91222 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03a91222.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_03b5775c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03b5775c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_03c4e64f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03c4e64f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_03d66763 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03d66763.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_03d66943 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03d66943.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_03dc8aef through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03dc8aef.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_03de9a34 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03de9a34.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_03e6f39d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03e6f39d.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_03ff0081 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_03ff0081.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_040eee6f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_040eee6f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0411756e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0411756e.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0433bf93 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0433bf93.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_043ffa82 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_043ffa82.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_04576986 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_04576986.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0469b4cb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0469b4cb.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0476b2ce through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0476b2ce.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_0479dc6f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0479dc6f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0495150f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0495150f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_04a03f05 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_04a03f05.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_04b34dee through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_04b34dee.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_04ba23fb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_04ba23fb.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_04c1c35c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_04c1c35c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_04c42595 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_04c42595.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_04fd242d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_04fd242d.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_05096d5b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_05096d5b.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_050a8ae3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_050a8ae3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_050fb71c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_050fb71c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0524b2a6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0524b2a6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_053b2cbf through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_053b2cbf.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_053c3ed6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_053c3ed6.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_054c85df through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_054c85df.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_054cd13f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_054cd13f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0553afc6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0553afc6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_05679b7f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_05679b7f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_0569c07b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_0569c07b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_058ca992 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_058ca992.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_058de2e2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_058de2e2.json (auth=8/11, grade=REJECTED)
  Re-running PRV_NOV_059405bd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_059405bd.json (auth=9/11, grade=REJECTED)
  Re-running PRV_NOV_059daa2c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_059daa2c.json (auth=9/11, grade=REJECTED)
