nct_id,intervention_name,intervention_type,condition,phase,overall_status,sponsor,smiles
NCT01739504,Intra articular infusion of AD-SVF,BIOLOGICAL,Osteoarthritis,na,TERMINATED,Ageless Regenerative Institute,
NCT01240304,Gemcitabine,DRUG,Pancreatic Cancer,phase2,TERMINATED,University of Arkansas,
NCT01240304,Radiation therapy,RADIATION,Pancreatic Cancer,phase2,TERMINATED,University of Arkansas,
NCT01240304,pancreaticoduodenectomy,PROCEDURE,Pancreatic Cancer,phase2,TERMINATED,University of Arkansas,
NCT00782652,inhaled nitric oxide,DRUG,Right Ventricular Infarction,phase2,TERMINATED,Mallinckrodt,
NCT00782652,nitrogen gas,DRUG,Right Ventricular Infarction,phase2,TERMINATED,Mallinckrodt,
NCT01883947,Touch massage,PROCEDURE,Stroke,na,TERMINATED,Umeå University,
NCT01883947,non-TENS,OTHER,Stroke,na,TERMINATED,Umeå University,
NCT00003911,stereotactic radiosurgery,RADIATION,Melanoma (Skin); Metastatic Cancer,phase2,TERMINATED,SWOG Cancer Research Network,
NCT03613571,ILB,DRUG,Amyotrophic Lateral Sclerosis,phase2,TERMINATED,TikoMed AB,
NCT00368264,infliximab,DRUG,"Lupus Erythematosus, Systemic; Lupus Nephritis",phase2; phase3,TERMINATED,Medical University of Vienna,
NCT00368264,placebo,DRUG,"Lupus Erythematosus, Systemic; Lupus Nephritis",phase2; phase3,TERMINATED,Medical University of Vienna,
NCT01780064,interviews with a psychologist,BEHAVIORAL,Breast Cancer,na,TERMINATED,Centre Oscar Lambret,
NCT01780064,Questionnaires,BEHAVIORAL,Breast Cancer,na,TERMINATED,Centre Oscar Lambret,
NCT00937664,AZD7762,DRUG,Cancer; Solid Tumors; Advanced Solid Malignancies,phase1,TERMINATED,AstraZeneca,
NCT00937664,gemcitabine,DRUG,Cancer; Solid Tumors; Advanced Solid Malignancies,phase1,TERMINATED,AstraZeneca,
NCT01829464,Placebo,DRUG,Diabetes,phase3,TERMINATED,Takeda,
NCT01829464,TAK-875,DRUG,Diabetes,phase3,TERMINATED,Takeda,
NCT01829464,TAK-875,DRUG,Diabetes,phase3,TERMINATED,Takeda,
NCT00790699,I-PORT,DEVICE,Type 1 Diabetes; Type 2 Diabetes,na,TERMINATED,"Texas Diabetes & Endocrinology, P.A.",
NCT00790699,standard injections,OTHER,Type 1 Diabetes; Type 2 Diabetes,na,TERMINATED,"Texas Diabetes & Endocrinology, P.A.",
NCT02442193,Individual Placement and Support,OTHER,"Employment, Supported; Treatment as Usual",na,TERMINATED,Nottinghamshire Healthcare NHS Trust,
NCT02093221,180 mg/kg Alpha1-PI,BIOLOGICAL,Type 1 Diabetes Mellitus,phase2,TERMINATED,Grifols Therapeutics LLC,
NCT02093221,90 mg/kg Alpha1-PI,BIOLOGICAL,Type 1 Diabetes Mellitus,phase2,TERMINATED,Grifols Therapeutics LLC,
NCT02093221,Placebo,BIOLOGICAL,Type 1 Diabetes Mellitus,phase2,TERMINATED,Grifols Therapeutics LLC,
NCT05370521,Tildacerfont,DRUG,Polycystic Ovary Syndrome,phase2,TERMINATED,Spruce Biosciences,
NCT05370521,Placebo,DRUG,Polycystic Ovary Syndrome,phase2,TERMINATED,Spruce Biosciences,
NCT01476514,No intervention,OTHER,Hyperekplexia,na,TERMINATED,"Insel Gruppe AG, University Hospital Bern",
NCT01840033,group Piccnut,DEVICE,Chronic Intestinal Failure,na,TERMINATED,Centre Hospitalier Universitaire de Nice,
NCT01840033,Tunnelled nutritional central catheter,DEVICE,Chronic Intestinal Failure,na,TERMINATED,Centre Hospitalier Universitaire de Nice,
NCT01794338,Strattice Arm,DEVICE,Ventral Hernia,na,TERMINATED,Wake Forest University Health Sciences,
NCT01794338,Bio-A Arm,DEVICE,Ventral Hernia,na,TERMINATED,Wake Forest University Health Sciences,
NCT02375048,Hypofractionated WBI,RADIATION,Cancer of Breast,phase2,TERMINATED,Istituto Clinico Humanitas,
NCT02375048,Accelerated Partial Breast Irradiation,RADIATION,Cancer of Breast,phase2,TERMINATED,Istituto Clinico Humanitas,
NCT00496158,Clevudine,DRUG,Chronic Hepatitis; Hepatitis B,phase3,TERMINATED,Pharmasset,
NCT00496158,Adefovir,DRUG,Chronic Hepatitis; Hepatitis B,phase3,TERMINATED,Pharmasset,
NCT05454358,Letrozole 2.5mg,DRUG,Endometrial Cancer,phase2; phase3,TERMINATED,Fudan University,
NCT05542355,EXL01,DRUG,Crohn Disease,phase1,TERMINATED,Exeliom Biosciences,
NCT05542355,Placebo,DRUG,Crohn Disease,phase1,TERMINATED,Exeliom Biosciences,
NCT05542355,SoC corticosteroid - Induction Period,OTHER,Crohn Disease,phase1,TERMINATED,Exeliom Biosciences,
NCT05542355,SoC corticosteroid - Tapering,OTHER,Crohn Disease,phase1,TERMINATED,Exeliom Biosciences,
NCT02629055,Respiratory EMG,OTHER,Chronic Obstructive Pulmonary Disease (COPD),na,TERMINATED,University Medical Center Groningen,
NCT04892264,Belantamab Mafodotin,BIOLOGICAL,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT04892264,Daratumumab,BIOLOGICAL,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT04892264,Dexamethasone,DRUG,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT04892264,Lenalidomide,DRUG,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT04892264,Quality-of-Life Assessment,OTHER,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT04892264,Biospecimen Collection,PROCEDURE,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT04892264,Skeletal Survey X-Ray,PROCEDURE,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT04892264,Low Dose Computed Tomography of the Whole Body,PROCEDURE,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT04892264,Bone Marrow Aspiration,PROCEDURE,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT04892264,Bone Marrow Biopsy,PROCEDURE,Plasma Cell Myeloma; Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,phase1,TERMINATED,Mayo Clinic,
NCT00949299,buprenorphine,DRUG,Healthy Volunteers,phase4,TERMINATED,University of Zurich,
NCT00354432,oral soy protein/isoflavones powder,OTHER,Hot Flashes; Prostate Cancer,phase3,TERMINATED,Wake Forest University Health Sciences,
NCT00354432,Venlafaxine,DRUG,Hot Flashes; Prostate Cancer,phase3,TERMINATED,Wake Forest University Health Sciences,
NCT00354432,Placebo Powder,OTHER,Hot Flashes; Prostate Cancer,phase3,TERMINATED,Wake Forest University Health Sciences,
NCT00354432,Placebo Pill,DRUG,Hot Flashes; Prostate Cancer,phase3,TERMINATED,Wake Forest University Health Sciences,
NCT03877263,Endocervical swab for detection of STI,OTHER,Sexually Transmitted Diseases,na,TERMINATED,OhioHealth,
NCT03877263,Vaginal swab for detection of STI,OTHER,Sexually Transmitted Diseases,na,TERMINATED,OhioHealth,
NCT00503321,"Tegafur/gimeracil/oteracil potassium (S-1), Krestin (PSK)",DRUG,Gastric Cancer,phase2; phase3,TERMINATED,"Eastern Network of Cancer Immunological Therapy, Japan",
NCT00503321,Tegafur/gimeracil/oteracil potassium (S-1),DRUG,Gastric Cancer,phase2; phase3,TERMINATED,"Eastern Network of Cancer Immunological Therapy, Japan",
NCT00737321,Samples will be collected,PROCEDURE,Wounds and Injuries,na,TERMINATED,Gayle Gordillo,
NCT00383214,Epratuzumab,DRUG,Systemic Lupus Erythematosus,phase3,TERMINATED,UCB Pharma,
NCT00383214,Placebo,OTHER,Systemic Lupus Erythematosus,phase3,TERMINATED,UCB Pharma,
NCT01924806,WoundWand™ Debridement Device,DEVICE,Lower Leg Wound,na,TERMINATED,"Smith & Nephew, Inc.",
NCT01924806,Standard of Care sharp debridement,DEVICE,Lower Leg Wound,na,TERMINATED,"Smith & Nephew, Inc.",
NCT03642184,Empagliflozin,DRUG,New Onset Diabetes After Transplant; Kidney Transplant; Complications,phase4,TERMINATED,RenJi Hospital,
NCT03642184,Linagliptin,DRUG,New Onset Diabetes After Transplant; Kidney Transplant; Complications,phase4,TERMINATED,RenJi Hospital,
NCT04596033,GEN-011,BIOLOGICAL,Melanoma; Non-small Cell Lung Cancer; Squamous Cell Carcinoma of Head and Neck; Urothelial Carcinoma; Renal Cell Carcinoma; Small-cell Lung Cancer; Cutaneous Squamous Cell Carcinoma; Anal Squamous Cel,phase1,TERMINATED,"Genocea Biosciences, Inc.",
NCT04596033,IL-2,DRUG,Melanoma; Non-small Cell Lung Cancer; Squamous Cell Carcinoma of Head and Neck; Urothelial Carcinoma; Renal Cell Carcinoma; Small-cell Lung Cancer; Cutaneous Squamous Cell Carcinoma; Anal Squamous Cel,phase1,TERMINATED,"Genocea Biosciences, Inc.",
NCT04596033,Fludarabine,DRUG,Melanoma; Non-small Cell Lung Cancer; Squamous Cell Carcinoma of Head and Neck; Urothelial Carcinoma; Renal Cell Carcinoma; Small-cell Lung Cancer; Cutaneous Squamous Cell Carcinoma; Anal Squamous Cel,phase1,TERMINATED,"Genocea Biosciences, Inc.",
NCT04596033,Cyclophosphamide,DRUG,Melanoma; Non-small Cell Lung Cancer; Squamous Cell Carcinoma of Head and Neck; Urothelial Carcinoma; Renal Cell Carcinoma; Small-cell Lung Cancer; Cutaneous Squamous Cell Carcinoma; Anal Squamous Cel,phase1,TERMINATED,"Genocea Biosciences, Inc.",
NCT04653038,MGD013,DRUG,"Unresectable, Recurrent or Metastatic Melanoma; Untreated Mucosal or Acral Lentiginous Melanoma",phase1,TERMINATED,"Zai Lab (Shanghai) Co., Ltd.",
NCT00515138,"Rituximab, Ifosfamide, Carboplatin, Etoposide, Bortezomib",DRUG,"Lymphoma, B-Cell",early_phase1,TERMINATED,"University of California, San Francisco",
NCT04971148,HFNC flow set at patient peak tidal inspiratory flow,OTHER,Hypoxemic Respiratory Failure,na,TERMINATED,Rush University Medical Center,
NCT04971148,HFNC flow set at 1.33 times of patient peak tidal inspiratory flow,OTHER,Hypoxemic Respiratory Failure,na,TERMINATED,Rush University Medical Center,
NCT04971148,HFNC flow set at 1.67 times of patient peak tidal inspiratory flow,OTHER,Hypoxemic Respiratory Failure,na,TERMINATED,Rush University Medical Center,
NCT04971148,HFNC flow set at 2 times of patient peak tidal inspiratory flow,OTHER,Hypoxemic Respiratory Failure,na,TERMINATED,Rush University Medical Center,
NCT00660855,parecoxib/valdecoxib,DRUG,"Pain, Post Surgical",phase4,TERMINATED,Pfizer,
NCT01437878,Iloprost,DRUG,Chronic Obstructive Pulmonary Disease; Pulmonary Hypertension,phase2,TERMINATED,Actelion,
NCT01437878,Placebo,DRUG,Chronic Obstructive Pulmonary Disease; Pulmonary Hypertension,phase2,TERMINATED,Actelion,
NCT05331885,Suvratoxumab,BIOLOGICAL,Ventilator Associated Pneumonia; Staphylococcus Aureus,phase3,TERMINATED,"Aridis Pharmaceuticals, Inc.",
NCT05331885,Placebo,DRUG,Ventilator Associated Pneumonia; Staphylococcus Aureus,phase3,TERMINATED,"Aridis Pharmaceuticals, Inc.",
NCT01822171,Discharge medication counseling from a pharmacist,OTHER,Heart Failure,na,TERMINATED,Providence Health & Services,
NCT01822171,Home medication if needed,OTHER,Heart Failure,na,TERMINATED,Providence Health & Services,
NCT01822171,Follow-up visit at Medication Therapy Management clinic,OTHER,Heart Failure,na,TERMINATED,Providence Health & Services,
NCT01540864,HPP404,DRUG,Obesity; Overweight,phase2,TERMINATED,"High Point Pharmaceuticals, LLC.",
NCT01540864,Placebo,DRUG,Obesity; Overweight,phase2,TERMINATED,"High Point Pharmaceuticals, LLC.",
NCT04880109,APX-115,DRUG,COVID-19,phase2,TERMINATED,"Aptabio Therapeutics, Inc.",
NCT04880109,Placebo,DRUG,COVID-19,phase2,TERMINATED,"Aptabio Therapeutics, Inc.",
NCT00739609,1-methyl-D-tryptophan,DRUG,Breast Cancer; Lung Cancer; Melanoma; Pancreatic Cancer; Solid Tumors,phase1,TERMINATED,NewLink Genetics Corporation,
NCT00260598,LIFE Bronchoscopy,PROCEDURE,"Non-Small-Cell Lung Carcinoma; Head and Neck Squamous Cell Cancer; Pulmonary Disease, Chronic Obstructive",phase2,TERMINATED,University of Pittsburgh,
NCT01208493,preterm infant formula with high protein levels,OTHER,Prematurity,na,TERMINATED,Société des Produits Nestlé (SPN),
NCT01208493,preterm standard infant formula,OTHER,Prematurity,na,TERMINATED,Société des Produits Nestlé (SPN),
NCT03199404,TRAP,DEVICE,"Stroke, Ischemic",na,TERMINATED,"University of Massachusetts, Worcester",
NCT05826704,Probiotics,OTHER,Stress,na,TERMINATED,Mackay Memorial Hospital,
NCT00961558,Varicocelectomy,PROCEDURE,Male Infertility; Varicoceles,na,TERMINATED,"Mount Sinai Hospital, Canada",
NCT04896658,"Belantamab Mafodotin, Cyclophosphamide and Dexamethasone",DRUG,Relapsed/Refractory Multiple Myeloma,phase1; phase2,TERMINATED,"University of Maryland, Baltimore",
NCT01833455,PVC Suppression using Flecainide,DRUG,Ventricular Premature Complexes; Blood Pressure,phase2,TERMINATED,"University of Wisconsin, Madison",
NCT01833455,No PVC Suppression using Placebo,DRUG,Ventricular Premature Complexes; Blood Pressure,phase2,TERMINATED,"University of Wisconsin, Madison",
NCT01739348,Verubecestat (Part I and Part II),DRUG,Alzheimer's Disease,phase2; phase3,TERMINATED,Merck Sharp & Dohme LLC,
NCT01739348,Verubecestat (Part I and Part II),DRUG,Alzheimer's Disease,phase2; phase3,TERMINATED,Merck Sharp & Dohme LLC,
NCT01739348,Verubecestat (Part I and Part II),DRUG,Alzheimer's Disease,phase2; phase3,TERMINATED,Merck Sharp & Dohme LLC,
NCT01739348,Placebo (Part I),DRUG,Alzheimer's Disease,phase2; phase3,TERMINATED,Merck Sharp & Dohme LLC,
NCT01739348,Verubecestat (Part II),DRUG,Alzheimer's Disease,phase2; phase3,TERMINATED,Merck Sharp & Dohme LLC,
NCT03363009,Optimized group,DEVICE,Surgery,na,TERMINATED,Hopital Foch,
NCT03363009,Control group,DEVICE,Surgery,na,TERMINATED,Hopital Foch,
NCT04232709,Shared electronic patient record,OTHER,Cancer,na,TERMINATED,Women's College Hospital,
NCT03323398,mRNA-2416,BIOLOGICAL,Relapsed/Refractory Solid Tumor Malignancies or Lymphoma; Ovarian Cancer,phase1; phase2,TERMINATED,"ModernaTX, Inc.",
NCT03323398,Durvalumab,BIOLOGICAL,Relapsed/Refractory Solid Tumor Malignancies or Lymphoma; Ovarian Cancer,phase1; phase2,TERMINATED,"ModernaTX, Inc.",
NCT00190216,Magnetic stimulator,DEVICE,Depression,phase3,TERMINATED,Assistance Publique - Hôpitaux de Paris,
NCT02275806,Irinotecan,DRUG,"Lung Neoplasms, Non-Small Cell Lung Cancer",phase2,TERMINATED,Leo W. Jenkins Cancer Center,
NCT02275806,Cisplatin,DRUG,"Lung Neoplasms, Non-Small Cell Lung Cancer",phase2,TERMINATED,Leo W. Jenkins Cancer Center,
NCT04968184,Placebo,DRUG,Chronic Kidney Diseases,phase3,TERMINATED,KBP Biosciences,
NCT04968184,KBP-5074,DRUG,Chronic Kidney Diseases,phase3,TERMINATED,KBP Biosciences,
NCT03735433,162mg aspirin dose,DRUG,Preeclampsia,phase4,TERMINATED,Ohio State University,
NCT05324852,Intranasal midazolam,DRUG,Emergence Delirium,phase3,TERMINATED,Assistance Publique - Hôpitaux de Paris,
NCT05324852,Intramuscular loxapine,DRUG,Emergence Delirium,phase3,TERMINATED,Assistance Publique - Hôpitaux de Paris,
NCT01781247,Minimal behavioral intervention,BEHAVIORAL,"Stress Disorders, Post-Traumatic; Myocardial Infarction",na,TERMINATED,"Insel Gruppe AG, University Hospital Bern",
NCT01781247,Control intervention,BEHAVIORAL,"Stress Disorders, Post-Traumatic; Myocardial Infarction",na,TERMINATED,"Insel Gruppe AG, University Hospital Bern",
NCT02363647,Tumor Genomic Analysis,OTHER,Medullary Thyroid Cancer; Colon Cancer,na,TERMINATED,Icahn School of Medicine at Mount Sinai,
NCT01339455,AHSCT,PROCEDURE,Neuromyelitis Optica,phase1; phase2,TERMINATED,University of Calgary,
NCT00004026,CT-2584,DRUG,Prostate Cancer,phase2,TERMINATED,CTI BioPharma,
NCT00004026,chemotherapy,DRUG,Prostate Cancer,phase2,TERMINATED,CTI BioPharma,
NCT00957346,Mifepristone+misoprostol,DRUG,"Abortion, Induced",phase3,TERMINATED,Gynuity Health Projects,
NCT00957346,Placebo+Misoprostol,DRUG,"Abortion, Induced",phase3,TERMINATED,Gynuity Health Projects,
NCT00529386,Botox,DRUG,Prostatitis; Chronic Pain Syndrome,phase1,TERMINATED,Queen's University,
NCT06128369,Dexamethasone Ophthalmic Suspension,DRUG,"Inflammation Eye; Pain, Postoperative; Cataract",phase3,TERMINATED,Oculis,
NCT06128369,Vehicle of OCS-01,OTHER,"Inflammation Eye; Pain, Postoperative; Cataract",phase3,TERMINATED,Oculis,
NCT02497183,ultrasound,DEVICE,Appendicitis,na,TERMINATED,"HaEmek Medical Center, Israel",
NCT02497183,iodine based solution of oral contrast material,OTHER,Appendicitis,na,TERMINATED,"HaEmek Medical Center, Israel",
NCT04158141,Carboplatin,DRUG,Pleural Biphasic Mesothelioma; Pleural Epithelioid Mesothelioma; Stage I Pleural Malignant Mesothelioma AJCC v8; Stage IA Pleural Malignant Mesothelioma AJCC v8; Stage IB Pleural Malignant Mesotheliom,phase3,TERMINATED,NRG Oncology,
NCT04158141,Cisplatin,DRUG,Pleural Biphasic Mesothelioma; Pleural Epithelioid Mesothelioma; Stage I Pleural Malignant Mesothelioma AJCC v8; Stage IA Pleural Malignant Mesothelioma AJCC v8; Stage IB Pleural Malignant Mesotheliom,phase3,TERMINATED,NRG Oncology,
NCT04158141,Decortication,PROCEDURE,Pleural Biphasic Mesothelioma; Pleural Epithelioid Mesothelioma; Stage I Pleural Malignant Mesothelioma AJCC v8; Stage IA Pleural Malignant Mesothelioma AJCC v8; Stage IB Pleural Malignant Mesotheliom,phase3,TERMINATED,NRG Oncology,
NCT04158141,Intensity-Modulated Radiation Therapy,RADIATION,Pleural Biphasic Mesothelioma; Pleural Epithelioid Mesothelioma; Stage I Pleural Malignant Mesothelioma AJCC v8; Stage IA Pleural Malignant Mesothelioma AJCC v8; Stage IB Pleural Malignant Mesotheliom,phase3,TERMINATED,NRG Oncology,
NCT04158141,Pemetrexed,DRUG,Pleural Biphasic Mesothelioma; Pleural Epithelioid Mesothelioma; Stage I Pleural Malignant Mesothelioma AJCC v8; Stage IA Pleural Malignant Mesothelioma AJCC v8; Stage IB Pleural Malignant Mesotheliom,phase3,TERMINATED,NRG Oncology,
NCT04158141,Pemetrexed Disodium,DRUG,Pleural Biphasic Mesothelioma; Pleural Epithelioid Mesothelioma; Stage I Pleural Malignant Mesothelioma AJCC v8; Stage IA Pleural Malignant Mesothelioma AJCC v8; Stage IB Pleural Malignant Mesotheliom,phase3,TERMINATED,NRG Oncology,
NCT04158141,Pencil beam scanning proton therapy,RADIATION,Pleural Biphasic Mesothelioma; Pleural Epithelioid Mesothelioma; Stage I Pleural Malignant Mesothelioma AJCC v8; Stage IA Pleural Malignant Mesothelioma AJCC v8; Stage IB Pleural Malignant Mesotheliom,phase3,TERMINATED,NRG Oncology,
NCT04158141,Pleurectomy,PROCEDURE,Pleural Biphasic Mesothelioma; Pleural Epithelioid Mesothelioma; Stage I Pleural Malignant Mesothelioma AJCC v8; Stage IA Pleural Malignant Mesothelioma AJCC v8; Stage IB Pleural Malignant Mesotheliom,phase3,TERMINATED,NRG Oncology,
NCT02013141,Telavancin,DRUG,Gram-Positive Bacterial Infections,phase1,TERMINATED,Cumberland Pharmaceuticals,
NCT03246854,DBPR112,DRUG,Head and Neck Cancer; NSCLC,phase1,TERMINATED,"National Health Research Institutes, Taiwan",
NCT00811694,ocular blood flow measurements,OTHER,Glaucoma,na,TERMINATED,Medical University of Vienna,
NCT02976766,Gypenosides,DRUG,Optic Neuritis,phase2,TERMINATED,First Affiliated Hospital of Guangxi Medical University,
NCT02976766,Placebo,DRUG,Optic Neuritis,phase2,TERMINATED,First Affiliated Hospital of Guangxi Medical University,
NCT03517566,Placebo,DRUG,Atopic Dermatitis,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT03517566,ZPL389 3mg,DRUG,Atopic Dermatitis,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT03517566,ZPL389 10mg,DRUG,Atopic Dermatitis,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT03517566,ZPL389 30mg,DRUG,Atopic Dermatitis,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT03517566,ZPL389 50mg,DRUG,Atopic Dermatitis,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT05591222,Placebo,DRUG,Discoid Lupus Erythematosus,phase2,TERMINATED,Amgen,
NCT05591222,Daxdilimab,DRUG,Discoid Lupus Erythematosus,phase2,TERMINATED,Amgen,
NCT02300922,Antibody TF2,DRUG,Metastatic Colorectal Cancer,phase1; phase2,TERMINATED,Nantes University Hospital,
NCT02300922,90-Y-IMP-288,DRUG,Metastatic Colorectal Cancer,phase1; phase2,TERMINATED,Nantes University Hospital,
NCT02300922,111-In-IMP-288,DRUG,Metastatic Colorectal Cancer,phase1; phase2,TERMINATED,Nantes University Hospital,
